ID	PATH
ERR2683138	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR002/2683/ERR2683138/ERR2683138.lite.2
ERR2683139	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR002/2683/ERR2683139/ERR2683139.lite.1
ERR4682399	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4682/ERR4682399/ERR4682399.lite.1
ERR4682401	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4682/ERR4682401/ERR4682401.lite.1
ERR2607448	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2607/ERR2607448/ERR2607448.lite.2
ERR2683229	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR002/2683/ERR2683229/ERR2683229.lite.2
ERR4682456	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4682/ERR4682456/ERR4682456.lite.1
ERR1713356	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR001/1713/ERR1713356/ERR1713356.lite.2
ERR1725973	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR001/1725/ERR1725973/ERR1725973.lite.2
ERR2683216	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR002/2683/ERR2683216/ERR2683216.lite.1
ERR2683217	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2683/ERR2683217/ERR2683217.lite.2
ERR4678565	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4678/ERR4678565/ERR4678565.lite.1
ERR4678566	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4678/ERR4678566/ERR4678566.lite.1
ERR4682347	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4682/ERR4682347/ERR4682347.lite.1
ERR4682788	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4682/ERR4682788/ERR4682788.lite.1
ERR4682789	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4682/ERR4682789/ERR4682789.lite.1
ERR2683141	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2683/ERR2683141/ERR2683141.lite.1
